Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,city,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
1,0.1,Boult,Saha,0,False,1,"shorter side of a length, cramping him for room as it angles in from middle stump. Hits Saha high on the glove in front his chest, with the ball dribbling towards the man at backward short leg",48,Jaipur,0,0,1,0,0.16666666666666666,0,1,0.1,True,0.0,20,119,119,19.833333333333332,6.0,0,10
2,0.2,Boult,Saha,0,False,1,"length ball on fifth stump, as Saha pushes at it but back to the bowler off the inside half of the bat",48,Jaipur,0,0,2,1,0.3333333333333333,0,2,0.2,True,0.0,20,119,119,19.666666666666668,6.0508474576271185,0,10
3,0.3,Boult,Saha,4,False,0,"driven between mid-off and cover!Just uses the pace, and the ball races away though the quick outfield. Fullish ball and a bit wide of off, as he presents the full face of the bat",48,Jaipur,4,0,3,2,0.5,0,3,0.3,True,4.0,20,119,115,19.5,5.897435897435898,0,10
4,0.4,Boult,Saha,4,False,0,"hacked just past point!The point fielder leaped to his right, but the ball was way above him. Short and wide from Boult, and Saha slashed hard",48,Jaipur,8,0,4,3,0.6666666666666666,0,4,0.4,True,8.0,20,119,111,19.333333333333332,5.741379310344828,0,10
5,0.5,Boult,Saha,1,False,0,"inside edge past the stumps!Saha going for everything here. Much fuller ball just outside off, as he seemed to have driven early at that. Single to fine leg",48,Jaipur,9,0,5,4,0.8333333333333334,0,5,0.5,True,9.0,20,119,110,19.166666666666668,5.739130434782608,0,10
6,0.6,Boult,Gill,0,False,1,"full just outside off, but finishes on off stump. Tucked to cover",48,Jaipur,9,0,6,5,1.0,0,6,0.6,True,9.0,20,119,110,19.0,5.7894736842105265,0,10
7,1.1,Sandeep,Saha,1,False,0,"good length ball, sliding into his pads. Clipped to short fine",48,Jaipur,10,1,1,6,1.1666666666666667,1,1,1.1,True,8.571428571428571,20,119,109,18.833333333333332,5.787610619469027,0,10
8,1.2,Sandeep,Gill,0,False,1,"short of a length, angling in late to finish on off. No room for Gill to nudge with a flat bat towards cover",48,Jaipur,10,1,2,7,1.3333333333333333,1,2,1.2,True,7.5,20,119,109,18.666666666666668,5.8392857142857135,0,10
9,1.3,Sandeep,Gill,0,False,1,"length delivery in the channel outside off, and tucked back",48,Jaipur,10,1,3,8,1.5,1,3,1.3,True,6.666666666666667,20,119,109,18.5,5.891891891891892,0,10
10,1.4,Sandeep,Gill,0,False,1,"there is a man somewhere between short mid-on and short midwicket, and Gill finds him with his flick off this full ball angling into the stumps",48,Jaipur,10,1,4,9,1.6666666666666667,1,4,1.4,True,6.0,20,119,109,18.333333333333332,5.945454545454546,0,10
11,1.5,Sandeep,Gill,0,False,1,"punches this shortish ball, shaping away to end just outside off. Finds the cover fielder",48,Jaipur,10,1,5,10,1.8333333333333333,1,5,1.5,True,5.454545454545455,20,119,109,18.166666666666668,6.0,0,10
12,1.6,Sandeep,Gill,1,False,0,"gets off the mark off the sixth ball. A little clip off the length ball on the stumps, and a single to deep square",48,Jaipur,11,1,6,11,2.0,1,6,1.6,True,5.5,20,119,108,18.0,6.0,0,10
61,10.1,Zampa,Hardik,6,False,0,"belted back 90 degrees!Zampa tossed it up, and went full on the stumps. Pandya stood with his front leg out of the way, and sent that flying back",48,Jaipur,17,10,1,12,2.1666666666666665,2,1,2.1,True,7.846153846153847,20,119,102,17.833333333333332,5.719626168224299,0,10
62,10.2,Zampa,Hardik,4,False,0,"hacked hard to deep extra cover!Short and wide of off, and a rap hard with a flat bat",48,Jaipur,21,10,2,13,2.3333333333333335,2,2,2.2,True,9.0,20,119,98,17.666666666666668,5.547169811320754,0,10
63,10.3,Zampa,Hardik,6,False,0,"Remember Pandya vs Zampa from the ODI series in 2017? Pandya is giving us a flashback. Sees another loopy and full delivery on the stumps, and goes launching into it over the bowler's head",48,Jaipur,27,10,3,14,2.5,2,3,2.3,True,10.8,20,119,92,17.5,5.257142857142857,0,10
64,10.4,Zampa,Hardik,6,False,0,"six more!Pandya is stone-faced, and why not? Stands outside leg, and deep in the crease, before clubbing this length ball around middle and leg back down the pitch",48,Jaipur,33,10,4,15,2.6666666666666665,2,4,2.4,True,12.375,20,119,86,17.333333333333332,4.961538461538462,0,10
65,10.5,Zampa,Hardik,1,False,0,"just a single, and a relief to my fingers. Short around off, and slapped to deep point",48,Jaipur,34,10,5,16,2.8333333333333335,2,5,2.5,True,12.0,20,119,85,17.166666666666668,4.951456310679611,0,10
66,10.6,Zampa,Saha,1,False,0,"very full on the stumps, and pushed to deep midwicket. The over costs 24",48,Jaipur,35,10,6,17,3.0,2,6,2.6,True,11.666666666666666,20,119,84,17.0,4.9411764705882355,0,10
67,11.1,Chahal,Saha,2,False,0,"short, wide of off, and quite slow. Turns away, as it is flashed to deep extra cover",48,Jaipur,37,11,1,18,3.1666666666666665,3,1,3.1,True,11.68421052631579,20,119,82,16.833333333333332,4.871287128712872,0,10
68,11.2,Chahal,Saha,0,False,1,"good bounce, and some turn away. Good length on off, and goes away, as Pandya is surprised by the bounce while trying to push. Beaten there",48,Jaipur,37,11,2,19,3.3333333333333335,3,2,3.2,True,11.1,20,119,82,16.666666666666668,4.92,0,10
69,11.3,Chahal,Saha,1,False,0,"shortish on off, and punched towards point",48,Jaipur,38,11,3,20,3.5,3,3,3.3,True,10.857142857142858,20,119,81,16.5,4.909090909090909,0,10
70,11.4,Chahal,Hardik,2,False,0,"short outside off, and slapped to deep backward point. Two more, as Sandeep dives to cut that off to his left",48,Jaipur,40,11,4,21,3.6666666666666665,3,4,3.4,True,10.90909090909091,20,119,79,16.333333333333332,4.836734693877552,0,10
71,11.5,Chahal,Hardik,4,False,0,"very slow, and on a length. And four to deep backward point, as he hacks that very late. Sandeep from deep point can do little, as it's timed and placed beautifully",48,Jaipur,44,11,5,22,3.8333333333333335,3,5,3.5,True,11.478260869565217,20,119,75,16.166666666666668,4.639175257731958,0,10
72,11.6,Chahal,Hardik,1,False,0,"short again outside off, and now pumped to deep point's right",48,Jaipur,45,11,6,23,4.0,3,6,3.6,True,11.25,20,119,74,16.0,4.625,0,10
73,12.1,Ashwin,Hardik,1,False,0,good length on middle and leg. Pushed to deep midwicket,48,Jaipur,46,12,1,24,4.166666666666667,4,1,4.1,True,11.04,20,119,73,15.833333333333332,4.610526315789474,0,10
74,12.2,Ashwin,Saha,1,False,0,"length ball just outside off, and guided wide of short third",48,Jaipur,47,12,2,25,4.333333333333333,4,2,4.2,True,10.846153846153847,20,119,72,15.666666666666668,4.595744680851063,0,10
75,12.3,Ashwin,Hardik,4,False,0,"swatted to deep point!Boult from deep extra cover dived to his left, but couldn't stop that. Pandya saw the ball short and wide of off, and slammed that hard",48,Jaipur,51,12,3,26,4.5,4,3,4.3,True,11.333333333333334,20,119,68,15.5,4.387096774193548,0,10
76,12.4,Ashwin,Hardik,1,False,0,"full on leg with a curving action, and chipped to long-on",48,Jaipur,52,12,4,27,4.666666666666667,4,4,4.4,True,11.142857142857142,20,119,67,15.333333333333332,4.369565217391305,0,10
77,12.5,Ashwin,Saha,0,False,1,turns in off a good length to finish on middle. Clipped to midwicket,48,Jaipur,52,12,5,28,4.833333333333333,4,5,4.5,True,10.758620689655173,20,119,67,15.166666666666668,4.417582417582417,0,10
78,12.6,Ashwin,Saha,1,False,0,"good length outside off, and slapped to deep point",48,Jaipur,53,12,6,29,5.0,4,6,4.6,True,10.6,20,119,66,15.0,4.4,0,10
79,13.1,Chahal,Saha,1,False,0,"pulled to deep midwicket, as the ball is short on middle, and turns away",48,Jaipur,54,13,1,30,5.166666666666667,5,1,5.1,True,10.451612903225806,20,119,65,14.833333333333332,4.382022471910113,0,10
80,13.2,Chahal,Hardik,1,False,0,swats this shortish ball outside off to long-off,48,Jaipur,55,13,2,31,5.333333333333333,5,2,5.2,True,10.3125,20,119,64,14.666666666666668,4.363636363636363,0,10
81,13.3,Chahal,Saha,1,False,0,"full on middle and leg, and slog swept to fine leg",48,Jaipur,56,13,3,32,5.5,5,3,5.3,True,10.181818181818182,20,119,63,14.5,4.344827586206897,0,10
82,13.4,Chahal,Hardik,1,False,0,drives this full ball on middle to long-off to keep ticking,48,Jaipur,57,13,4,33,5.666666666666667,5,4,5.4,True,10.058823529411764,20,119,62,14.333333333333332,4.325581395348838,0,10
83,13.5,Chahal,Saha,1,False,0,"and Saha pushes it to long-off!Full and slow on the stumps, and a gentle nudge to wrap up a massive win.GT win by nine wickets, and with 37 balls to spare",48,Jaipur,58,13,5,34,5.833333333333333,5,5,5.5,True,9.942857142857143,20,119,61,14.166666666666668,4.305882352941176,0,10
13,2.1,Boult,Gill,0,False,1,"the cover fielder dives to his left to save a few potential runs. Short of a length outside off, and punched back by Gill",48,Jaipur,58,2,1,35,6.0,5,6,5.6,True,9.666666666666666,20,119,61,14.0,4.357142857142857,0,10
14,2.2,Boult,Gill,0,False,1,"now finds the man at cover with his drive, as this length ball arrives at fifth stump",48,Jaipur,58,2,2,36,6.166666666666667,6,1,6.1,True,9.405405405405405,20,119,61,13.833333333333332,4.409638554216868,0,10
15,2.3,Boult,Gill,4,False,0,"trickles for four to deep point!Boult goes short, and angles it across, as the ball ends slightly wide of off. Gill rides the bounce, and slaps it to deep point",48,Jaipur,62,2,3,37,6.333333333333333,6,2,6.2,True,9.789473684210527,20,119,57,13.666666666666668,4.170731707317072,0,10
16,2.4,Boult,Gill,0,False,1,"good length on middle and off, and nudged towards mid-on, as the bat turns in his hands",48,Jaipur,62,2,4,38,6.5,6,3,6.3,True,9.538461538461538,20,119,57,13.5,4.222222222222222,0,10
17,2.5,Boult,Gill,1,False,0,"fuller side of a length on off, and pushed towards midwicket",48,Jaipur,63,2,5,39,6.666666666666667,6,4,6.4,True,9.45,20,119,56,13.333333333333332,4.2,0,10
18,2.6,Boult,Saha,0,False,1,"guides this good length ball on off to the point fielder, as he opens the bat face late",48,Jaipur,63,2,6,40,6.833333333333333,6,5,6.5,True,9.219512195121952,20,119,56,13.166666666666668,4.253164556962025,0,10
19,3.1,Sandeep,Gill,1,False,0,"good length on off, and punched to mid-off with a sweet sound off the bat",48,Jaipur,64,3,1,41,7.0,6,6,6.6,True,9.142857142857142,20,119,55,13.0,4.230769230769231,0,10
20,3.2,Sandeep,Saha,1,False,0,"slower ball on a good length on off. Saha taps it close to the pitch on the off side, and takes off",48,Jaipur,65,3,2,42,7.166666666666667,7,1,7.1,True,9.069767441860465,20,119,54,12.833333333333332,4.207792207792208,0,10
21,3.3,Sandeep,Gill,1,False,0,"stands outside leg, and skips down a bit to nudge this good length ball on middle and leg to long-on",48,Jaipur,66,3,3,43,7.333333333333333,7,2,7.2,True,9.0,20,119,53,12.666666666666668,4.184210526315789,0,10
22,3.4,Sandeep,Saha,0,False,1,"appeal for leg before wicket by Sandeep, but not given. Sandeep and Samson get together, andRR review. Ah, replays show it was a knuckle ball. On a good length on middle and leg, slides down the leg side. Saha tries to swipe but is beaten, while being hit on his left thigh. No bat involved, and the impact was outside leg. So RR lose a review",48,Jaipur,66,3,4,44,7.5,7,3,7.3,True,8.8,20,119,53,12.5,4.24,0,10
23,3.5,Sandeep,Saha,0,False,1,"quite full on off, and flicked to short midwicket",48,Jaipur,66,3,5,45,7.666666666666667,7,4,7.4,True,8.608695652173912,20,119,53,12.333333333333332,4.297297297297297,0,10
24,3.6,Sandeep,Saha,4,False,0,"drilled wide of mid-off!Jumps out of the crease after making room, and converts the ball into a low full toss on the stumps. Presents the full face of the bat to send that whistling away",48,Jaipur,70,3,6,46,7.833333333333333,7,5,7.5,True,8.936170212765958,20,119,49,12.166666666666668,4.027397260273972,0,10
25,4.1,Boult,Gill,4,False,0,"lofted over mid-on!A stylish shot, as the length ball angles across to end outside off. He holds the pose too, while swinging across the line",48,Jaipur,74,4,1,47,8.0,7,6,7.6,True,9.25,20,119,45,12.0,3.75,0,10
26,4.2,Boult,Gill,0,False,1,"fuller, and wider of off. Driven to mid-off",48,Jaipur,74,4,2,48,8.166666666666666,8,1,8.1,True,9.061224489795919,20,119,45,11.833333333333334,3.8028169014084505,0,10
27,4.3,Boult,Gill,1,False,0,"good length on off, and clipped with a flat bat towards midwicket",48,Jaipur,75,4,3,49,8.333333333333334,8,2,8.2,True,9.0,20,119,44,11.666666666666666,3.771428571428572,0,10
28,4.4,Boult,Saha,4,False,0,"chipped over mid-on!That looked effortless, even as Boult bowled at only 116kph. Lofts that with his back leg in the air, as the full ball arrived on the stumps",48,Jaipur,79,4,4,50,8.5,8,3,8.3,True,9.294117647058824,20,119,40,11.5,3.4782608695652173,0,10
29,4.5,Boult,Saha,4,False,0,"smacked between cover-point and extra cover!Too short and too wide outside off from Boult, and Saha gets on top of it to cut hard",48,Jaipur,83,4,5,51,8.666666666666666,8,4,8.4,True,9.576923076923078,20,119,36,11.333333333333334,3.176470588235294,0,10
30,4.6,Boult,Saha,1,False,0,"good length on off, and clipped to deep square",48,Jaipur,84,4,6,52,8.833333333333334,8,5,8.5,True,9.50943396226415,20,119,35,11.166666666666666,3.1343283582089554,0,10
31,5.1,Sandeep,Saha,1,False,0,"length ball on leg, driven to short cover, who fumbles to allow a single",48,Jaipur,85,5,1,53,9.0,8,6,8.6,True,9.444444444444445,20,119,34,11.0,3.090909090909091,0,10
32,5.2,Sandeep,Gill,4,False,0,"sliced over mid-off!He sat deep in the crease, and got a length ball outside off. He just lofted with an open face of the bat",48,Jaipur,89,5,2,54,9.166666666666666,9,1,9.1,True,9.709090909090909,20,119,30,10.833333333333334,2.769230769230769,0,10
33,5.3,Sandeep,Gill,0,False,1,"good length ball just outside off, and finds cover with his punch",48,Jaipur,89,5,3,55,9.333333333333334,9,2,9.2,True,9.535714285714285,20,119,30,10.666666666666666,2.8125,0,10
34,5.4,Sandeep,Gill,0,False,1,"length ball on the stumps, as he backs away but ends up pushing it to Sandeep's left",48,Jaipur,89,5,4,56,9.5,9,3,9.3,True,9.368421052631579,20,119,30,10.5,2.857142857142857,0,10
35,5.5,Sandeep,Gill,4,False,0,"swiped to deep midwicket!The fielder at midwicket dived to his right, but in vain. Short ball on middle, which angles in, but Gill makes room to swing that for four",48,Jaipur,93,5,5,57,9.666666666666666,9,4,9.4,True,9.620689655172415,20,119,26,10.333333333333334,2.5161290322580645,0,10
36,5.6,Sandeep,Gill,0,False,1,"backs away, and ends up fending this good length ball finishing outside leg after angling in to cover",48,Jaipur,93,5,6,58,9.833333333333334,9,5,9.5,True,9.457627118644067,20,119,26,10.166666666666666,2.557377049180328,0,10
37,6.1,Zampa,Saha,1,False,0,turns in and keeps low right away to end on middle. Flicked to deep midwicket after getting across,48,Jaipur,94,6,1,59,10.0,9,6,9.6,True,9.4,20,119,25,10.0,2.5,0,10
38,6.2,Zampa,Gill,0,False,1,"now turns away off a good length, and ends around off. Pushed back to the bowler",48,Jaipur,94,6,2,60,10.166666666666666,10,1,10.1,True,9.245901639344263,20,119,25,9.833333333333334,2.542372881355932,0,10
39,6.3,Zampa,Gill,4,False,0,"short on off, and slapped to deep backward point. I am sure even Gill must have had no clue that it would end up as four, considering it was only placed nicely",48,Jaipur,98,6,3,61,10.333333333333334,10,2,10.2,True,9.483870967741934,20,119,21,9.666666666666666,2.1724137931034484,0,10
40,6.4,Zampa,Gill,1,False,0,very full and on the stumps. Driven to long-on,48,Jaipur,99,6,4,62,10.5,10,3,10.3,True,9.428571428571429,20,119,20,9.5,2.1052631578947367,0,10
41,6.5,Zampa,Saha,1,False,0,"lands between short fine chasing to his left, and fine leg rushing forward. Saha tried to sweep this length ball turning in, but ended up ballooning",48,Jaipur,100,6,5,63,10.666666666666666,10,4,10.4,True,9.375,20,119,19,9.333333333333334,2.0357142857142856,0,10
42,6.6,Zampa,Gill,1,False,0,"short again outside off. Hints to turn away, and is hacked to deep point",48,Jaipur,101,6,6,64,10.833333333333334,10,5,10.5,True,9.323076923076922,20,119,18,9.166666666666666,1.9636363636363638,0,10
43,7.1,Chahal,Gill,0,False,1,"full on off, and driven to cover",48,Jaipur,101,7,1,65,11.0,10,6,10.6,True,9.181818181818182,20,119,18,9.0,2.0,0,10
44,7.2,Chahal,Gill,0,False,1,turns away towards off from a good length on middle. Dabbed down to Chahal's right,48,Jaipur,101,7,2,66,11.166666666666666,11,1,11.1,True,9.044776119402986,20,119,18,8.833333333333334,2.0377358490566038,0,10
45,7.3,Chahal,Gill,1,False,0,"much fuller on the stumps, and pushed to long-on",48,Jaipur,102,7,3,67,11.333333333333334,11,2,11.2,True,9.0,20,119,17,8.666666666666666,1.9615384615384617,0,10
46,7.4,Chahal,Saha,0,False,1,"misses his sweep, as this length ball outside off is much slower while turning away",48,Jaipur,102,7,4,68,11.5,11,3,11.3,True,8.869565217391305,20,119,17,8.5,2.0,0,10
47,7.5,Chahal,Saha,1,False,0,"now the googly. Short outside off, and turning in. Slashed to point, where the fielder dives to his right and lets it dribble towards deep point",48,Jaipur,103,7,5,69,11.666666666666666,11,4,11.4,True,8.82857142857143,20,119,16,8.333333333333334,1.92,0,10
48,7.6,Chahal,Gill,2,False,0,"short again, and turning away towards off. A swipe between long-on and deep midwicket, as the former fielder slides to cut that off",48,Jaipur,105,7,6,70,11.833333333333334,11,5,11.5,True,8.873239436619718,20,119,14,8.166666666666666,1.7142857142857144,0,10
49,8.1,Zampa,Saha,1,False,0,"very full, and a bit wide of off. Driven to deep point",48,Jaipur,106,8,1,71,12.0,11,6,11.6,True,8.833333333333334,20,119,13,8.0,1.625,0,10
50,8.2,Zampa,Gill,0,False,1,short and quicker on middle. Punched back to the bowler,48,Jaipur,106,8,2,72,12.166666666666666,12,1,12.1,True,8.712328767123289,20,119,13,7.833333333333334,1.6595744680851063,0,10
51,8.3,Zampa,Gill,4,False,0,"wow, that looked so elegant!Just a gentle drive to this full and loopy ball on off, and places it wide of long-off",48,Jaipur,110,8,3,73,12.333333333333334,12,2,12.2,True,8.91891891891892,20,119,9,7.666666666666666,1.173913043478261,0,10
52,8.4,Zampa,Gill,1,False,0,keeps low off a shortish length on middle and off. Chopped towards cover,48,Jaipur,111,8,4,74,12.5,12,3,12.3,True,8.88,20,119,8,7.5,1.0666666666666667,0,10
53,8.5,Zampa,Saha,0,False,1,low full toss just outside off. Gets an inside edge on to his pad as he tries to flick,48,Jaipur,111,8,5,75,12.666666666666666,12,4,12.4,True,8.763157894736842,20,119,8,7.333333333333334,1.0909090909090908,0,10
54,8.6,Zampa,Saha,2,False,0,good length on the stumps. Goes deep and clips to deep square for a hurried two,48,Jaipur,113,8,6,76,12.833333333333334,12,5,12.5,True,8.805194805194805,20,119,6,7.166666666666666,0.8372093023255814,0,10
55,9.1,Chahal,Gill,1,False,0,"short around off, and slashed to deep point",48,Jaipur,114,9,1,77,13.0,12,6,12.6,True,8.76923076923077,20,119,5,7.0,0.7142857142857143,0,10
56,9.2,Chahal,Saha,0,False,1,"much slower, and with some loop. Full outside off, and turning further away, as Saha misses his slog sweep",48,Jaipur,114,9,2,78,13.166666666666666,13,1,13.1,True,8.658227848101266,20,119,5,6.833333333333334,0.7317073170731707,0,10
57,9.3,Chahal,Saha,1,False,0,"full on the stumps, and flatter. Driven to long-off",48,Jaipur,115,9,3,79,13.333333333333334,13,2,13.2,True,8.625,20,119,4,6.666666666666666,0.6000000000000001,0,10
58,9.4,Chahal,Gill,0,True,1,"stumped by Samson!Chahal has a few words to utter out. Now he slows it down to Gill too - like he has done to Saha today - and completely foxes Gill. It was a legspinner, pitched on a length on middle stump. Gill saw that tossed up and danced down the pitch, little realising that it was much slower than the previous balls. He missed, the ball turned well away, and Samson found him short",48,Jaipur,115,9,4,80,13.5,13,3,13.3,True,8.518518518518519,20,119,4,6.5,0.6153846153846154,1,9
59,9.5,Chahal,Hardik,0,False,1,"full on the stumps, and pushed to short cover",48,Jaipur,115,9,5,81,13.666666666666666,13,4,13.4,True,8.414634146341463,20,119,4,6.333333333333334,0.631578947368421,1,9
60,9.6,Chahal,Hardik,1,False,0,"good length outside leg, and nudged towards deep midwicket",48,Jaipur,116,9,6,82,13.833333333333334,13,5,13.5,True,8.385542168674698,20,119,3,6.166666666666666,0.4864864864864865,1,9
